"","author","paper_title","publication_year","data_availability","study_design","risk_1","risk_2","risk_3","risk_4","risk_5","measured_1","measured_2","measured_3","measured_4","measured_5","units_assessed_1","units_assessed_2","units_assessed_3","units_assessed_4","units_assessed_5","item_number_1","item_number_2","item_number_3","item_number_4","item_number_5","times_measured_1","times_measured_2","times_measured_3","times_measured_4","times_measured_5","study_1","study_2","study_3","study_4","study_5","intervention_yesno_1","intervention_yesno_2","intervention_yesno_3","intervention_yesno_4","intervention_yesno_5","exposure_yesno_1","exposure_yesno_2","exposure_yesno_3","exposure_yesno_4","exposure_yesno_5","domain","health","validation","nature","crime","finance","nuclear","political","social","temporal_analysis_1","temporal_analysis_2","temporal_analysis_3","temporal_analysis_4","temporal_analysis_5","how_analyzed_1","how_analyzed_2","how_analyzed_3","how_analyzed_4","how_analyzed_5","correlation_results_1","correlation_results_1.1","correlation_results_1.2","correlation_results_1.3","correlation_results_1.4","correlation_results_1.5","correlation_results_1.6","correlation_results_1.7","correlation_results_1.8","correlation_results_2","correlation_results_3","correlation_results_4","correlation_results_5","ICC_results_1","ICC_results_1.1","temporal_trend_result_1","temporal_trend_result_2","temporal_trend_result_3","temporal_trend_result_4","temporal_trend_result_5","mean_difference_result_1","mean_difference_result_2","mean_difference_result_3","mean_difference_result_4","mean_difference_result_5","test-retest_interval_1","test-retest_interval_2","test-retest_interval_3","test-retest_interval_4","test-retest_interval_5","temporal_trend_interval_1","temporal_trend_interval_2","temporal_trend_interval_3","temporal_trend_interval_4","temporal_trend_interval_5","mean_difference_interval_1","mean_difference_interval_2","mean_difference_interval_3","mean_difference_interval_4","mean_difference_interval_5","type_participants_1","type_participants_2","type_participants_3","type_participants_4","type_participants_5","sample_category_1","sample_category_2","sample_category_3","sample_category_4","sample_category_5","age_category_1","age_category_2","age_category_3","age_category_4","age_category_5","country_1","country_2","country_3","country_4","country_5","sample_size_1","sample_size_2","sample_size_3","sample_size_4","sample_size_5","prop_female_1","prop_female_2","prop_female_3","prop_female_4","prop_female_5","mean_age_1","mean_age_2","mean_age_3","mean_age_4","mean_age_5","SD_age_1","SD_age_2","SD_age_3","SD_age_4","SD_age_5","lowest_age_1","lowest_age_2","lowest_age_3","lowest_age_4","lowest_age_5","highest_age_1","highest_age_2","highest_age_3","highest_age_4","highest_age_5","item_number_numeric"
"96","Confini","Quality of Life among Pediatric Neurocognitive, Speech, and Psychomotor Rehabilitation Professionals during the COVID-19 Pandemic: A Longitudinal Study on an Italian Sample",2021,NA,"longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"97","Portschy","Perceptions of Contralateral Breast Cancer Risk: A Prospective, Longitudinal Study",2015,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"5",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,"cancer ; other: breast cancer",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"clinical/patients",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,43,NA,NA,NA,NA,1,NA,NA,NA,NA,"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,77,NA,NA,NA,NA,5
"98","Moustafa","Adolescent perceptions of E-cigarette use and vaping behavior before and after the EVALI outbreak",2021,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"cigarettes ; health; health catastrophe; other: evali outbreak",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Ha","Investigating temporal effects of risk perceptions and satisfaction on customer loyalty",2014,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"3",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"financial; other: satisfaction on customer loyalty",0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,"0.85","0.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"south korea",NA,NA,NA,NA,253,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"100","Partridge","Risk Perceptions and Psychosocial Outcomes of Women With Ductal Carcinoma In Situ: Longitudinal Results From a Cohort Study",2008,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"20",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"cancer",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,NA,NA,NA,NA,NA,487,NA,NA,NA,NA,1,NA,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,89,NA,NA,NA,NA,20
"101","Bränström","Stability of questionnaire items measuring behaviours, attitudes and stages of change related to sun exposure",2002,NA,"serial cross-sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"2",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"0.47","0.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"workers",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"sweden",NA,NA,NA,NA,52,NA,NA,NA,NA,1,NA,NA,NA,NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,59,NA,NA,NA,NA,2
"102","Weaver","Self-Efficacy in Sleep Apnea: Instrument Development and Patient Perceptions of Obstructive Sleep Apnea Risk, Treatment Benefit, and Volition to Use Continuous
Positive Airway Pressure",2003,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"8",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"health; other: sleep apnea",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"r=0.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"clinical/patients",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,22,NA,NA,NA,NA,0.05,NA,NA,NA,NA,"42.52",NA,NA,NA,NA,10.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"103","Glendon","Evaluating a novice driver and pre-driver road safety intervention",2014,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"8",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"other: road safety intervention",1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adolescents",NA,NA,NA,NA,"australia",NA,NA,NA,NA,133,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,17,NA,NA,NA,NA,8
"104","Moodie","The impacts of including information about the number of carcinogens in smoke on standardized cigarette packs in the UK",2021,"online panel of yougov,","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"2",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"cigarettes ; health",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"105","Siegrist","The impacts of diet-related health consciousness, food disgust, nutrition knowledge, and the Big Five personality traits on perceived risks in the food domain",2022,"swiss food panel 2.0","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: food saftey",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"switzerland",NA,NA,NA,NA,2319,NA,NA,NA,NA,0.54,NA,NA,NA,NA,"58",NA,NA,NA,NA,16,NA,NA,NA,NA,20,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
"106","Sawyer","Do cognitive perceptions influence CPAP use?",2011,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"health; other: mental health",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"107","Albada","Follow-up effects of a tailored pre-counseling website with question prompt in breast cancer genetic counseling",2015,NA,"longitudinal","risk","worry",NA,NA,NA,"scale","scale",NA,NA,NA,"0 to 100%.","likert scale",NA,NA,NA,NA,NA,NA,NA,NA,"3",3,NA,NA,NA,"single","single",NA,NA,NA,1,1,0,0,0,0,0,0,0,0,"cancer",1,0,0,0,0,0,0,0,1,1,NA,NA,NA,"mean difference","mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not significant","not significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople","laypeople",NA,NA,NA,"workers","workers",NA,NA,NA,"adults","adults",NA,NA,NA,"netherlands","netherlands",NA,NA,NA,197,197,NA,NA,NA,NA,NA,NA,NA,NA,"41.35",41.35,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA,69,69,NA,NA,NA,NA
"108","Grant","HIV Risk Perceptions, the Transition to Marriage, and Divorce in Southern Malawi",2014,"2007–2011 survey rounds of the malawi schooling and 
adolescent survey (msas)","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; health catastrophe; other: hiv",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"109","Lehto","Exploratory Factor Analysis of Adolescent Attitudes Toward Alcohol and Risk",1994,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"25",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"cigarettes ; drugs; health; other: alcohol",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adolescents",NA,NA,NA,NA,NA,NA,NA,NA,NA,302,NA,NA,NA,NA,0.47,NA,NA,NA,NA,"14.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
"110","Guey","Determinants of participation in a longitudinal two-stage study of the health consequences of the Chornobyl nuclear power plant accident",2008,NA,"serial cross-sectional","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"7",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"nuclear power accidents",0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"111","Cox","Supporting Breast Self-Examination in Female Childhood Cancer Survivors: A Secondary Analysis of a Behavioral Intervention",2008,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"11",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"cancer",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adolescents",NA,NA,NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.00 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,18,NA,NA,NA,NA,11
"112","Maughan-Brown","Accuracy and determinants of perceived HIV risk among young women in South Africa",2017,"cape area panel study (caps","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health; other: hiv",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"113","Lindgren","Information about first-trimester screening and self-reported distress among pregnant women and partners – comparing two methods of informationgiving in Sweden",2017,NA,"longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"14",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,"health; other: pregnancy-related worry",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"only female",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"sweden",NA,NA,NA,NA,380,NA,NA,NA,NA,0.51,NA,NA,NA,NA,"34.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"114","Owens","Black Americans demonstrate comparatively low levels of depression and anxiety during the COVID-19 pandemic",2021,"understanding america study (uas)","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"range",NA,NA,NA,NA,"3",NA,NA,NA,NA,"17",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"health catastrophe; other: depression and anxiety",1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"115","Quinn","Personal and Contextual Factors in the Escalation of Driving After Drinking Across the College Years",2012,NA,"longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"7",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"drugs; other: driving and drinking",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"students",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,1833,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,19,NA,NA,NA,NA,1
"116","Gutiérrez-Doña","Health behavior education, e-research and a (H1N1) influenza (Swine Flu): bridging the gap between intentions and health behavior change",2012,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"health catastrophe; other: a (h1n1) pandemic influenza",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"costa rica",NA,NA,NA,NA,97,NA,NA,NA,NA,0.75,NA,NA,NA,NA,"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"117","McComas","Public Meetings and Risk Amplification: A Longitudinal Study",2003,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"7",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"other: hazardous waste site",0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,NA,NA,NA,NA,"experts",NA,NA,NA,NA,"attendees and nonattendees of public meetings",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"belgium",NA,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"118","Kim","US adult smokers’ perceived relative risk on ENDS and its effects on their transitions between cigarettes and ENDS",2022,"population assessment of tobacco and health (path) data (cohort study, unsure if this identifies as panel???)","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"1",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"cigarettes ; other: electronic nicotine delivery systems",1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"smokers",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"usa",NA,NA,NA,NA,15431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"119","Seebauer","(Almost) all Quiet Over One and a Half Years: A
Longitudinal Study on Causality Between Key Determinants of Private Flood Mitigation",2021,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"likert scale",NA,NA,NA,NA,"10",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"natural catastrophe; other: floods",0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"austria",NA,NA,NA,NA,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
