"","study_id","title","author","paper_title","publication_year","aim_of_study","data_availability","study_design","risk_1","risk_2","risk_3","risk_4","risk_5","measured_1","measured_2","measured_3","measured_4","measured_5","units_assessed_1","units_assessed_2","units_assessed_3","units_assessed_4","units_assessed_5","how_computed_1","how_computed_2","how_computed_3","how_computed_4","how_computed_5","times_measured_1","times_measured_2","times_measured_3","times_measured_4","times_measured_5","study_1","study_2","study_3","study_4","study_5","intervention_1","intervention_2","intervention_3","intervention_4","intervention_5","intervention_times_1","intervention_times_2","intervention_times_3","intervention_times_4","intervention_times_5","intervention_duration_1","intervention_duration_2","intervention_duration_3","intervention_duration_4","intervention_duration_5","intervention_interval_1","intervention_interval_2","intervention_interval_3","intervention_interval_4","intervention_interval_5","exposure_1","exposure_2","exposure_3","exposure_4","exposure_5","exposure_times_1","exposure_times_2","exposure_times_3","exposure_times_4","exposure_times_5","exposure_duration_1","exposure_duration_2","exposure_duration_3","exposure_duration_4","exposure_duration_5","exposure_interval_1","exposure_interval_2","exposure_interval_3","exposure_interval_4","exposure_interval_5","domain","temporal_analysis_1","temporal_analysis_2","temporal_analysis_3","temporal_analysis_4","temporal_analysis_5","how_analyzed_1","how_analyzed_2","how_analyzed_3","how_analyzed_4","how_analyzed_5","test-retest_result_1","test-retest_result_2","test-retest_result_3","test-retest_result_4","test-retest_result_5","temporal_trend_result_1","temporal_trend_result_2","temporal_trend_result_3","temporal_trend_result_4","temporal_trend_result_5","mean_difference_result_1","mean_difference_result_2","mean_difference_result_3","mean_difference_result_4","mean_difference_result_5","comparison_significant_1","comparison_significant_2","comparison_significant_3","comparison_significant_4","comparison_significant_5","test-retest_interval_1","test-retest_interval_2","test-retest_interval_3","test-retest_interval_4","test-retest_interval_5","temporal_trend_interval_1","temporal_trend_interval_2","temporal_trend_interval_3","temporal_trend_interval_4","temporal_trend_interval_5","mean_difference_interval_1","mean_difference_interval_2","mean_difference_interval_3","mean_difference_interval_4","mean_difference_interval_5","type_participants_1","type_participants_2","type_participants_3","type_participants_4","type_participants_5","characteristics_sample_1","characteristics_sample_2","characteristics_sample_3","characteristics_sample_4","characteristics_sample_5","age_category_1","age_category_2","age_category_3","age_category_4","age_category_5","country_1","country_2","country_3","country_4","country_5","sample_size_1","sample_size_2","sample_size_3","sample_size_4","sample_size_5","prop_female_1","prop_female_2","prop_female_3","prop_female_4","prop_female_5","mean_age_1","mean_age_2","mean_age_3","mean_age_4","mean_age_5","SD_age_1","SD_age_2","SD_age_3","SD_age_4","SD_age_5","lowest_age_1","lowest_age_2","lowest_age_3","lowest_age_4","lowest_age_5","highest_age_1","highest_age_2","highest_age_3","highest_age_4","highest_age_5"
"74","Kent 2000","The relationship between perceived risk, thought intrusiveness and emotional well-being in women receiving counselling for breast cancer risk in a family history clinic","Kent","The relationship between perceived risk, thought intrusiveness and emotional well-being in women receiving counselling for breast cancer risk in a family history clinic",2000,"This study was designed to assess changes in perceived risk, cognitive intrusions and distress in women undergoing counselling for familial risk of developing breast cancer.",NA,"longitudinal","risk","risk","risk",NA,NA,"scale","scale","scale",NA,NA,"10 cm Visual Analogue scale (VAS), ranging from ‘not at all likely’ to ‘virtually inevitable’","10 cm Visual Analogue scale (VAS), ranging from ‘not at all likely’ to ‘virtually inevitable’","10 cm Visual Analogue scale (VAS), ranging from ‘not at all likely’ to ‘virtually inevitable’",NA,NA,"In order to assess perceived risk, the women were asked to indicate the extent to which they believed that they would develop breast cancer sometime in their lives","In order to assess perceived risk, the women were asked to indicate the extent to which they believed that they would develop breast cancer sometime in their lives","In order to assess perceived risk, the women were asked to indicate the extent to which they believed that they would develop breast cancer sometime in their lives",NA,NA,"3",3,3,NA,NA,"single","single","single",NA,NA,"Counselling. Following referral, women were visited at home by a trained nurse specialist. A family pedigree was constructed, specific anxieties were identified and an outline of the
forthcoming clinic visit was provided.","Counselling. Following referral, women were visited at home by a trained nurse specialist. A family pedigree was constructed, specific anxieties were identified and an outline of the
forthcoming clinic visit was provided.","Counselling. Following referral, women were visited at home by a trained nurse specialist. A family pedigree was constructed, specific anxieties were identified and an outline of the
forthcoming clinic visit was provided.",NA,NA,"1",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cancer ; Other: breast cancer","yes","yes","yes",NA,NA,"correlation","correlation","correlation",NA,NA,"r=0.71","r=0.73","r=0.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t1-t2","t1-t3","t2-t3",NA,NA,"3 months","6 months","3 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople","laypeople","laypeople",NA,NA,NA,NA,NA,NA,NA,"adults","adults","adults",NA,NA,NA,"UK","UK",NA,NA,49,49,49,NA,NA,1,1,1,NA,NA,"36.8",36.8,36.8,NA,NA,7.3,7.3,7.3,NA,NA,23,23,23,NA,NA,63,63,63,NA,NA
"75","Vornanen 2021","Diabetes and Cardiovascular Disease Risk Perception and Risk Indicators: a 5-Year Follow-up","Vornanen","Diabetes and Cardiovascular Disease Risk Perception and Risk Indicators: a 5-Year Follow-up",2021,"We examined in a 5-year follow-up, whether perceived risks of diabetes and cardiovascular disease predicted physical activity, body mass index (BMI kg/m2), and blood glucose level, or the reverse. We examined further whether perceived risk, self-efficacy, and outcome beliefs
together predicted changes in these risk indicators.",NA,"longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"Perceived absolute lifetime risk of diabetes was measured at
baseline and at follow-up, before health examinations, with
a single item: How do you evaluate your own risk of getting
diabetes in your lifetime? 0 = I have diabetes, 1 = very low, 2
= low, 3 = moderate, 4 = high, 5 = very high.",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,"health examination",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; Other: diabetes","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"r=0.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,"5 years",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Finland",NA,NA,NA,NA,909,NA,NA,NA,NA,0.577,NA,NA,NA,NA,"55.9",NA,NA,NA,NA,6.9,NA,NA,NA,NA,45,NA,NA,NA,NA,74,NA,NA,NA,NA
"76","Aslan 2021","Adaptation and validation of the Turkish version of the vaccine hesitancy 5 point Likert Scale","Aslan","Adaption and validation of the Turkish version of the vaccine hesitancy 5 point Likert Scale",2021,"The objective of this study was to adapt and validate the Turkish version of the Vaccine Hesitancy 5-point Likert Scale which was originally developed by the WHO Strategic Advisory Group of Experts on Immunization.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert Scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","yes",NA,NA,NA,NA,"test-retest",NA,NA,NA,NA,"r= 0.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"two weeks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"parents",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Turkey",NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Bae 2022","Examining ""untact"" tourism behaviour in South Korea during the COVID-19 pandemic: a two-wave longitudinal study (March and September 2020)","Bae","Examining ""intact"" tourism behaviour in South Korea during the COVID-19 pandemic: a two-wave longitudinal study (March and September 2020)",2022,"this study aims to (a) examine individuals’ domestic travel experiences and patterns among Korean people, (b) develop a measurement scale for untact tourism from an emic perspective, and (c) demonstrate the major antecedents of untact tourism behaviour",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point likert",NA,NA,NA,NA,"measured using two sub scales, cognitive and affective perception",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID-19",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","yes",NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,"affective risk perception T1-T2
cognitive risk perception T1-T2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 months",NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"South Korea",NA,NA,NA,NA,290,NA,NA,NA,NA,0.503,NA,NA,NA,NA,"38.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,49,NA,NA,NA,NA
"78","DutchSchipholAirportStudyGrp 2012","Trends in Knowledge, Attitudes, and Practices of Travel Risk Groups Toward Prevention of Hepatitis A: Results From the Dutch Schiphol Airport Survey 2002 to 2009","van Gendere","Trends in Knowledge, Attitudes, and Practices of Travel Risk Groups Toward Prevention of Hepatitis A: Results From the Dutch Schiphol Airport Survey 2002 to 2009",2012,NA,NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"0-100%",NA,NA,NA,NA,"The accuracy (correct risk perception) was expressed as a percentage of maximal correctness, ranging from
0 to 100%.",NA,NA,NA,NA,"7",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; Other: hepatitis A, travel","yes",NA,NA,NA,NA,"time trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"rend analyses clearly demonstrated that the attitude of travelers to high-risk destinations
also significantly improved over time, although the observed reduction of intended risk behavior was small (about 1% per year)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 year",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,"travelers",NA,NA,NA,NA,"older adults",NA,NA,NA,NA,"Netherlands",NA,NA,NA,NA,3050,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Landi 2022","Embedding sustainability in risk management: The impact of environmental, social, and governance ratings on corporate financial risk","Landi","Embedding sustainability in risk management: The impact of environmental, social, and governance ratings on corporate financial risk",2022,"This study investigates the effect of corporate social and environmental evaluation on investors' risk perception to explore the potential market risk for public companies that adopt a sustainable and responsible corporate strategy",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"to achieve a wider perspective of investor risk perception, we used double measurement: on one side, we focused on the systematic risk exposure of our sampled companies to consider the market view; on the other side, we dealt with the volatility risk measure to obtain the overall investor perception",NA,NA,NA,NA,"60",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial; natural catastrophe; Other: sustainability","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Castro 2015","Perception of HIV risk and the quantity and quality of children: the case of rural Malawi","Castro","Perception of HIV risk and the quantity and quality of children: the case of rural Malawi",2015,"This study introduces individual HIV risk perceptions, as a predictor of mortality, into a Q–N investment model",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"4-point likert scale",NA,NA,NA,NA,"1 item",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Li 2021","Changing emotions in the COVID-19 pandemic: A four-wave longitudinal study in the United States and China*","Li","Changing emotions in the COVID-19 pandemic: A four-wave longitudinal study in the United States and China",2021,"We addressed two related questions: How did emotions change across various stages of the COVID-19 pandemic, and to what extent were preventive behaviors predicted by emotional reactions and information acquisition?","https://osf.io/6x2bv/; Amazon Mechanical Turk","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"8-point likert",NA,NA,NA,NA,"1 item.
We asked participants to assess the probability that they would contract COVID-19 in a multiple-choice question that included the following options: below 1%, 1–5%, 5–10%, 10–20%, 20–50%, 50–70%, 70–90%, and above 90%.",NA,NA,NA,NA,"4",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; Other: COVID-19","yes",NA,NA,NA,NA,"temporal trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Repeated-measures 
ANOVA tests showed a significant difference in perceived risks across 
the four waves: F[3, 1865] = 27.0, p < 0.001, η2 = 0.015 for the Chinese sample, and F[3, 624] = 137.7, p < 0.001, η2 = 0.186 for the American sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100 days",NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"China, USA",NA,NA,NA,NA,962,NA,NA,NA,NA,0.475,NA,NA,NA,NA,"37.6",NA,NA,NA,NA,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Schmidt 2021","Actual versus perceived infection rates of COVID-19: Impact on distress, behavior and disability","Schmidt","Actual versus perceived infection rates of COVID-19: Impact on distress, behavior and disability",2021,"The purpose of this study was to evaluate the degree to which individuals accurately perceive COVID-19 infection rates and to explore the role of COVID-19 threat perception on emotional and behavioral responses both cross sectionally and prospectively.","https://osf.io/zejs6","longitudinal","worry",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"This 11-item scale measures worry related to the outbreak of COVID-19. The worry scale consists of three subscales assessing worry related to: health, 
finances, and catastrophic worry (e.g., I worry that if I go into quaran­tine, I will go crazy) based on the degree to which it has caused distress.",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,170,NA,NA,NA,NA,0.47,NA,NA,NA,NA,"39.7",NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,"Alcohol use and perceived drinking risk trajectories across adolescence: the role of alcohol expectancies","Shadur","Alcohol use and perceived drinking risk trajectories across adolescence: the role of alcohol expectancies",2021,"The current longitudinal study tested pathways between alcohol expectancies at baseline and both perceived drinking risk and alcohol use trajectories over a five-year period through adolescence","data available upon request","longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"10-point Likert scale",NA,NA,NA,NA,"Adolescents reported on their perceived drinking risk annually for 5 years using a version of the Youth Risk Behavior Survey",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"drugs; Other: alcohol","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"t1-t2: .58
t2-t3: .55
t3-t4: .45

t1-t3: .42
t1-t4:  .43
t1-t5: .38

t2-t4: .42
t2-t5: .42

t3-t5: .54
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 year",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adolescents",NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,277,NA,NA,NA,NA,0.45,NA,NA,NA,NA,"13.06",NA,NA,NA,NA,0.9,NA,NA,NA,NA,11,NA,NA,NA,NA,15,NA,NA,NA,NA
"84","Phillips 2022","Perceived threat of COVID-19, attitudes towards vaccination, and vaccine hesitancy: A prospective longitudinal study in the UK","Phillips","Perceived threat of COVID-19, attitudes towards 
vaccination, and vaccine hesitancy: A prospective 
longitudinal study in the UK",2022,"we investigated the association between attitudes towards COVID-19, COVID-19 vaccinations, and vaccine hesitancy and change in these variables over a 9-month period in a UK cohort.","data available upon request","longitudinal","threat",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"4-point Likert scale",NA,NA,NA,NA,"4 items. 
perceived harmfulness of COVID-19 in the next 12months, how scared they were of COVID-19, how worried the were about COVID-19",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; Other: vaccine hesitancy","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Nielsen 2013","Prevalence and occupational predictors of psychological distress in the offshore petroleum industry: a prospective study","Nielsen","Prevalence and occupational predictors of psychological distress
in the offshore petroleum industry: a prospective study",2013,"This study investigates the prevalence of psychological distress and stressors in the work environment as prospective predictors of distress, among employees in the offshore petroleum industry.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"12 items. 
Respondents indicated how safe they perceived eight offshore working
conditions (e.g., weather conditions, transport, chance of explosion, or fire)",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; Other: work saftey","yes",NA,NA,NA,NA,"correlation",NA,NA,NA,NA,"0.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"experts",NA,NA,NA,NA,"offshore workers",NA,NA,NA,NA,"adults",NA,NA,NA,NA,"Norway",NA,NA,NA,NA,741,NA,NA,NA,NA,0.15,NA,NA,NA,NA,"45",NA,NA,NA,NA,8.6,NA,NA,NA,NA,18,NA,NA,NA,NA,63,NA,NA,NA,NA
"86","Rimal 2001","Perceived risk and self-efficacy as motivators: Understanding individuals' long-term use of health information","Rimal","Perceived Risk and Self-Efficacy as Motivators: Understanding Individuals’ Long-Term Use of Health Information",2001,"The purpose of this paper is to expand the purview of the extended parallel process model (EPPM) by testing the predictions of the theory in both cross-sectional as well as longitudinal samples.","Stanford Five-City Project (FCP)","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"7-point Likert scale",NA,NA,NA,NA,"estimation of the chances of their acquiring cardiovascular diseases",NA,NA,NA,NA,"5",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Lam 2021","Sleep and Mood Disturbances during the COVID-19 Outbreak in an Urban Chinese Population in Hong Kong: A Longitudinal Study of the Second and Third Waves of the Outbreak","Lam","Sleep and Mood Disturbances during the COVID-19 Outbreak in an Urban Chinese Population in Hong Kong: A Longitudinal Study of the Second and Third Waves of the Outbreak.",2021,"This study aimed to assess the impact of the “third wave” of the outbreak on sleep and mood disturbances among Hong Kong citizens.",NA,"longitudinal","risk",NA,NA,NA,NA,"scale",NA,NA,NA,NA,"5-point Likert scale",NA,NA,NA,NA,"Their risk perception of
being infected, confidence in the ability to protect themselves and families from getting
infected, and confidence in the ability of health professionals and the government to combat
COVID-19 were reevaluated",NA,NA,NA,NA,"3",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health; health catastrophe; Other: sleep and COVID-19","yes",NA,NA,NA,NA,"mean difference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"significant",NA,NA,NA,NA,"second wave - third wave; risk perceptions about ""own self""  and ""self-protection"" since COVID-19 outbreak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 months",NA,NA,NA,NA,"laypeople",NA,NA,NA,NA,NA,NA,NA,NA,NA,"adults",NA,NA,NA,NA,"China",NA,NA,NA,NA,339,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Schumpe 2022","Predictors of adherence to public health behaviors for fighting COVID-19 derived from longitudinal data","Schumpe","Predictors of adherence to public health behaviors for fighting COVID‑19 derived from longitudinal data",2022,"The present paper examines longitudinally how subjective perceptions about COVID-19, one’s 
community, and the government predict adherence to public health measures to reduce the spread of the virus.","https://osf.io/qhyue","longitudinal","risk",NA,NA,NA,NA,"single item",NA,NA,NA,NA,"8-point Likert scale",NA,NA,NA,NA,"“How likely is it that the following will happen to you in the next few months? You will get infected with corona-
virus”",NA,NA,NA,NA,"2",NA,NA,NA,NA,"single",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"health catastrophe; Other: health behavior","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
